,station,year,month,day,hour,precip,wind_speed,wind_gust
0,CSAP4,2005,6,25,20,0.0,4.92,8.49
1,CSAP4,2005,6,25,21,0.0,4.47,6.7
2,CSAP4,2005,6,25,22,0.0,4.47,7.15
3,CSAP4,2005,6,25,23,0.0,2.23,5.37
4,CSAP4,2005,6,26,0,0.0,1.79,3.13
5,CSAP4,2005,6,26,1,0.0,2.68,3.58
6,CSAP4,2005,6,26,2,0.0,2.23,4.02
7,CSAP4,2005,6,26,3,0.0,3.13,4.02
8,CSAP4,2005,6,26,5,0.0,3.13,4.02
9,CSAP4,2005,6,26,6,0.0,2.68,4.02
10,CSAP4,2005,6,26,7,0.0,2.68,4.02
11,CSAP4,2005,6,26,8,0.0,2.68,3.58
12,CSAP4,2005,6,26,9,0.0,2.23,3.13
13,CSAP4,2005,6,26,10,0.0,2.68,4.47
14,CSAP4,2005,6,26,11,0.0,1.79,3.58
15,CSAP4,2005,6,26,12,0.0,1.79,4.47
16,CSAP4,2005,6,26,13,0.0,2.68,4.47
17,CSAP4,2005,6,26,14,0.0,3.58,5.37
18,CSAP4,2005,6,26,15,0.0,6.26,8.94
19,CSAP4,2005,6,26,16,0.0,5.37,9.39
20,CSAP4,2005,6,26,17,0.0,5.37,8.05
21,CSAP4,2005,6,26,18,0.0,7.15,10.28
22,CSAP4,2005,6,26,19,0.0,5.81,10.73
23,CSAP4,2005,6,26,20,0.0,5.37,8.49
24,CSAP4,2005,6,26,21,0.0,4.02,6.7
25,CSAP4,2005,6,26,22,0.0,3.58,5.37
26,CSAP4,2005,6,26,23,0.0,2.23,4.92
27,CSAP4,2005,6,27,0,0.0,2.68,4.02
28,CSAP4,2005,6,27,1,0.0,2.23,4.02
29,CSAP4,2005,6,27,2,0.0,2.68,4.02
30,CSAP4,2005,6,27,3,0.0,2.68,4.47
31,CSAP4,2005,6,27,4,0.0,2.23,4.47
32,CSAP4,2005,6,27,5,0.0,2.68,4.02
33,CSAP4,2005,6,27,6,0.0,2.23,4.02
34,CSAP4,2005,6,27,7,0.0,2.23,4.92
35,CSAP4,2005,6,27,8,0.0,3.58,4.47
36,CSAP4,2005,6,27,9,0.0,2.68,4.02
37,CSAP4,2005,6,27,10,0.0,2.68,4.02
38,CSAP4,2005,6,27,11,0.0,2.23,4.02
39,CSAP4,2005,6,27,12,0.0,1.79,3.58
40,CSAP4,2005,6,27,13,0.0,4.47,6.26
41,CSAP4,2005,6,27,14,0.0,3.58,9.39
42,CSAP4,2005,6,27,15,0.0,2.23,7.15
43,CSAP4,2005,6,27,16,0.0,4.92,7.15
44,CSAP4,2005,6,27,17,0.0,4.47,7.6
45,CSAP4,2005,6,27,18,0.0,5.81,8.49
46,CSAP4,2005,6,27,19,0.0,3.58,8.05
47,CSAP4,2005,6,27,20,0.0,3.58,5.81
48,CSAP4,2005,6,27,21,0.0,2.68,5.37
49,CSAP4,2005,6,27,22,0.0,3.13,5.81
50,CSAP4,2005,6,27,23,0.0,2.23,4.47
51,CSAP4,2005,6,28,0,0.0,2.23,3.58
52,CSAP4,2005,6,28,1,0.0,2.68,3.58
53,CSAP4,2005,6,28,2,0.0,1.79,3.13
54,CSAP4,2005,6,28,3,0.0,2.68,4.02
55,CSAP4,2005,6,28,4,0.0,2.23,4.02
56,CSAP4,2005,6,28,5,0.0,2.23,3.58
57,CSAP4,2005,6,28,6,0.0,2.68,3.58
58,CSAP4,2005,6,28,7,0.0,3.13,4.47
59,CSAP4,2005,6,28,8,0.0,2.68,3.58
60,CSAP4,2005,6,28,9,0.0,0.9,3.58
61,CSAP4,2005,6,28,10,0.0,2.68,4.02
62,CSAP4,2005,6,28,11,0.0,1.34,4.02
63,CSAP4,2005,6,28,12,0.0,1.79,2.68
64,CSAP4,2005,6,28,13,0.0,1.79,4.02
65,CSAP4,2005,6,28,14,0.0,3.58,6.26
66,CSAP4,2005,6,28,15,0.0,4.47,7.15
67,CSAP4,2005,6,28,16,0.0,5.81,8.05
68,CSAP4,2005,6,28,17,0.0,5.37,8.49
69,CSAP4,2005,6,28,18,0.0,6.26,9.39
70,CSAP4,2005,6,28,19,0.0,5.81,8.49
71,CSAP4,2005,6,28,20,0.0,4.92,7.6
72,CSAP4,2005,6,28,21,0.0,4.47,8.49
73,CSAP4,2005,6,28,22,0.0,4.47,7.15
74,CSAP4,2005,6,28,23,0.0,2.68,6.26
75,CSAP4,2005,6,29,0,0.0,2.23,3.58
76,CSAP4,2005,6,29,1,0.0,2.23,3.58
77,CSAP4,2005,6,29,2,0.0,1.79,3.13
78,CSAP4,2005,6,29,3,0.0,1.79,2.68
79,CSAP4,2005,6,29,4,0.0,1.79,3.13
80,CSAP4,2005,6,29,5,0.0,1.79,2.68
81,CSAP4,2005,6,29,6,0.0,1.79,3.13
82,CSAP4,2005,6,29,7,0.0,2.23,3.13
83,CSAP4,2005,6,29,8,0.0,2.23,3.58
84,CSAP4,2005,6,29,9,0.0,2.68,3.58
85,CSAP4,2005,6,29,10,0.0,3.13,4.02
86,CSAP4,2005,6,29,11,0.0,3.13,4.92
87,CSAP4,2005,6,29,12,0.0,2.68,4.02
88,CSAP4,2005,6,29,13,0.0,4.02,6.26
89,CSAP4,2005,6,29,14,0.0,4.47,7.6
90,CSAP4,2005,6,29,15,0.0,4.02,7.6
91,CSAP4,2005,6,29,16,0.0,6.26,9.84
92,CSAP4,2005,6,29,17,0.0,4.47,11.17
93,CSAP4,2005,6,29,18,1.016,6.7,11.17
94,CSAP4,2005,6,29,19,1.27,4.92,11.17
95,CSAP4,2005,6,29,20,0.7620001,3.13,7.15
96,CSAP4,2005,6,29,21,0.0,3.58,4.47
97,CSAP4,2005,6,29,22,0.0,3.13,6.26
98,CSAP4,2005,6,29,23,0.0,2.23,4.47
99,CSAP4,2005,6,30,0,0.0,2.23,4.47
100,CSAP4,2005,6,30,1,0.0,2.23,3.58
101,CSAP4,2005,6,30,2,0.0,1.79,4.02
102,CSAP4,2005,6,30,3,0.0,2.68,3.58
103,CSAP4,2005,6,30,4,0.0,2.23,3.13
104,CSAP4,2005,6,30,5,0.0,1.34,5.37
105,CSAP4,2005,6,30,6,0.0,2.23,3.13
106,CSAP4,2005,6,30,7,0.0,3.13,4.92
107,CSAP4,2005,6,30,8,0.0,1.79,4.92
108,CSAP4,2005,6,30,9,0.0,1.79,2.68
109,CSAP4,2005,6,30,10,0.0,3.58,4.92
110,CSAP4,2005,6,30,11,0.0,3.58,6.26
111,CSAP4,2005,6,30,12,0.0,1.79,6.26
112,CSAP4,2005,6,30,13,0.0,4.02,6.7
113,CSAP4,2005,6,30,14,0.5079999,4.02,7.6
114,CSAP4,2005,6,30,15,1.5239999,6.7,10.73
115,CSAP4,2005,6,30,16,0.0,2.23,8.49
116,CSAP4,2005,6,30,17,0.0,1.34,3.58
117,CSAP4,2005,6,30,18,0.0,2.23,3.58
118,CSAP4,2005,6,30,19,0.0,3.58,4.92
119,CSAP4,2005,6,30,20,0.0,3.58,5.37
120,CSAP4,2005,6,30,21,0.0,3.58,5.81
121,CSAP4,2005,6,30,22,0.0,3.13,4.92
122,CSAP4,2005,6,30,23,0.0,2.23,4.47
123,CSAP4,2005,7,1,0,0.0,1.79,2.68
124,CSAP4,2005,7,1,1,0.0,2.23,3.13
125,CSAP4,2005,7,1,2,0.0,2.23,3.13
126,CSAP4,2005,7,1,3,0.0,2.23,3.13
127,CSAP4,2005,7,1,4,0.0,1.34,3.58
128,CSAP4,2005,7,1,5,0.0,0.45,3.13
129,CSAP4,2005,7,1,6,0.0,0.9,2.68
130,CSAP4,2005,7,1,7,0.0,0.9,2.68
131,CSAP4,2005,7,1,8,0.0,1.79,2.68
132,CSAP4,2005,7,1,9,0.0,2.23,3.13
133,CSAP4,2005,7,1,10,0.0,2.23,3.58
134,CSAP4,2005,7,1,11,0.0,2.23,3.58
135,CSAP4,2005,7,1,12,0.0,1.79,3.58
136,CSAP4,2005,7,1,13,0.0,3.58,5.37
137,CSAP4,2005,7,1,14,0.0,3.58,5.81
138,CSAP4,2005,7,1,15,0.0,4.47,6.26
139,CSAP4,2005,7,1,16,0.0,4.02,7.6
140,CSAP4,2005,7,1,17,0.0,3.13,6.7
141,CSAP4,2005,7,1,18,0.0,3.13,6.7
142,CSAP4,2005,7,1,19,0.0,3.58,5.37
143,CSAP4,2005,7,1,20,0.0,3.58,5.81
144,CSAP4,2005,7,1,21,0.0,3.58,5.37
145,CSAP4,2005,7,1,22,0.0,1.79,4.47
146,CSAP4,2005,7,1,23,0.0,1.79,2.23
147,CSAP4,2005,7,2,0,0.0,0.9,3.13
148,CSAP4,2005,7,2,1,0.0,0.45,2.68
149,CSAP4,2005,7,2,2,0.0,1.34,1.79
150,CSAP4,2005,7,2,3,0.0,0.9,2.68
151,CSAP4,2005,7,2,4,0.0,1.79,2.68
152,CSAP4,2005,7,2,5,0.0,1.34,2.23
153,CSAP4,2005,7,2,6,0.0,2.23,3.13
154,CSAP4,2005,7,2,7,0.0,2.23,3.13
155,CSAP4,2005,7,2,8,0.0,2.68,3.13
156,CSAP4,2005,7,2,9,0.0,3.13,3.58
157,CSAP4,2005,7,2,10,0.0,3.13,4.02
158,CSAP4,2005,7,2,11,0.0,2.23,4.02
159,CSAP4,2005,7,2,12,0.0,2.23,4.02
160,CSAP4,2005,7,2,13,0.0,2.68,5.37
161,CSAP4,2005,7,2,14,0.0,4.92,7.15
162,CSAP4,2005,7,2,15,0.0,4.92,6.7
163,CSAP4,2005,7,2,16,0.0,4.92,7.6
164,CSAP4,2005,7,2,17,0.0,6.26,8.94
165,CSAP4,2005,7,2,18,0.0,5.37,8.94
166,CSAP4,2005,7,2,19,0.0,5.37,8.94
167,CSAP4,2005,7,2,20,0.0,4.47,7.6
168,CSAP4,2005,7,2,21,0.0,4.47,7.15
169,CSAP4,2005,7,2,22,0.0,3.58,6.7
170,CSAP4,2005,7,2,23,0.0,1.79,4.92
171,CSAP4,2005,7,3,0,0.0,1.79,3.13
172,CSAP4,2005,7,3,1,0.0,2.23,2.68
173,CSAP4,2005,7,3,2,0.0,1.79,3.58
174,CSAP4,2005,7,3,3,0.0,1.79,3.13
175,CSAP4,2005,7,3,6,0.0,1.34,4.02
176,CSAP4,2005,7,3,7,0.0,2.23,3.58
177,CSAP4,2005,7,3,8,0.0,1.79,4.02
178,CSAP4,2005,7,3,9,0.0,2.68,4.92
179,CSAP4,2005,7,3,10,0.0,3.13,5.37
180,CSAP4,2005,7,3,11,0.0,2.23,4.47
181,CSAP4,2005,7,3,12,0.0,4.02,5.81
182,CSAP4,2005,7,3,13,0.0,4.02,7.15
183,CSAP4,2005,7,3,14,0.0,4.02,6.7
184,CSAP4,2005,7,3,15,0.0,4.92,8.94
185,CSAP4,2005,7,3,16,0.0,5.81,8.05
186,CSAP4,2005,7,3,17,0.0,5.37,8.94
187,CSAP4,2005,7,3,18,0.0,7.15,10.28
188,CSAP4,2005,7,3,19,0.0,7.15,10.73
189,CSAP4,2005,7,3,20,0.0,4.92,8.49
190,CSAP4,2005,7,3,21,0.0,4.02,6.7
191,CSAP4,2005,7,3,22,0.0,3.13,7.15
192,CSAP4,2005,7,3,23,0.0,2.23,6.7
193,CSAP4,2005,7,4,0,0.0,3.58,5.37
194,CSAP4,2005,7,4,1,0.0,2.68,5.37
195,CSAP4,2005,7,4,2,0.0,1.79,4.92
196,CSAP4,2005,7,4,3,0.0,4.02,5.81
197,CSAP4,2005,7,4,4,0.0,3.13,6.26
198,CSAP4,2005,7,4,5,0.0,2.23,6.7
199,CSAP4,2005,7,4,6,0.0,3.13,6.26
200,CSAP4,2005,7,4,7,0.0,4.02,5.81
201,CSAP4,2005,7,4,8,0.0,3.13,6.26
202,CSAP4,2005,7,4,9,0.0,3.58,6.26
203,CSAP4,2005,7,4,10,0.0,2.68,5.81
204,CSAP4,2005,7,4,11,0.0,3.58,5.81
205,CSAP4,2005,7,4,12,0.0,3.58,6.26
206,CSAP4,2005,7,4,13,0.0,3.58,8.05
207,CSAP4,2005,7,4,14,0.0,4.47,6.7
208,CSAP4,2005,7,4,15,0.0,5.81,9.39
209,CSAP4,2005,7,4,16,0.0,6.26,9.84
210,CSAP4,2005,7,4,17,0.0,5.81,8.94
211,CSAP4,2005,7,4,18,0.0,5.81,8.94
212,CSAP4,2005,7,4,19,0.0,5.81,9.84
213,CSAP4,2005,7,4,20,0.0,1.79,7.6
214,CSAP4,2005,7,4,21,0.0,4.02,7.15
215,CSAP4,2005,7,4,22,0.0,2.68,4.92
216,CSAP4,2005,7,4,23,0.0,3.13,5.37
217,CSAP4,2005,7,5,0,0.0,3.13,6.7
218,CSAP4,2005,7,5,1,0.0,2.68,5.81
219,CSAP4,2005,7,5,2,0.0,2.23,4.47
220,CSAP4,2005,7,5,3,0.0,3.13,6.26
221,CSAP4,2005,7,5,4,0.0,4.02,7.15
222,CSAP4,2005,7,5,5,0.0,1.79,5.81
223,CSAP4,2005,7,5,6,0.0,3.13,5.37
224,CSAP4,2005,7,5,7,0.0,3.58,5.37
225,CSAP4,2005,7,5,8,0.0,3.13,5.81
226,CSAP4,2005,7,5,9,0.0,2.23,6.26
227,CSAP4,2005,7,5,10,1.7779999,1.79,4.02
228,CSAP4,2005,7,5,11,0.0,2.68,5.81
229,CSAP4,2005,7,5,12,0.0,4.02,7.15
230,CSAP4,2005,7,5,13,0.0,4.47,7.15
231,CSAP4,2005,7,5,14,0.0,5.81,8.49
232,CSAP4,2005,7,5,15,0.0,6.26,9.39
233,CSAP4,2005,7,5,16,14.986,3.58,8.49
234,CSAP4,2005,7,6,0,2.2859993,3.58,6.7
235,CSAP4,2005,7,6,1,0.0,4.02,8.49
236,CSAP4,2005,7,6,2,0.0,3.13,5.81
237,CSAP4,2005,7,6,3,0.0,3.13,4.92
238,CSAP4,2005,7,6,4,0.0,3.58,6.26
239,CSAP4,2005,7,6,5,0.0,3.58,4.92
240,CSAP4,2005,7,6,6,8.890001,3.58,6.26
241,CSAP4,2005,7,6,7,4.5719986,2.68,13.41
242,CSAP4,2005,7,6,9,0.0,2.23,6.7
243,CSAP4,2005,7,6,10,0.25400162,2.23,4.02
244,CSAP4,2005,7,6,11,0.2539978,3.13,4.47
245,CSAP4,2005,7,6,12,0.0,2.23,4.02
246,CSAP4,2005,7,6,13,0.0,3.13,4.47
247,CSAP4,2005,7,6,14,0.0,3.13,4.92
248,CSAP4,2005,7,6,15,0.0,4.02,5.81
249,CSAP4,2005,7,6,16,0.0,5.37,7.6
250,CSAP4,2005,7,6,17,0.50800323,5.81,8.94
251,CSAP4,2005,7,6,18,0.0,5.37,9.84
252,CSAP4,2005,7,6,19,4.8259964,5.37,9.39
253,CSAP4,2005,7,6,20,0.0,2.23,14.3
254,CSAP4,2005,7,6,21,0.25400162,2.68,4.47
255,CSAP4,2005,7,6,22,4.5719986,3.58,14.3
256,CSAP4,2005,7,7,0,0.0,3.58,9.39
257,CSAP4,2005,7,7,1,0.0,3.13,5.81
258,CSAP4,2005,7,7,2,0.0,2.68,4.92
259,CSAP4,2005,7,7,3,0.0,3.13,5.37
260,CSAP4,2005,7,7,4,0.25400162,2.68,4.92
261,CSAP4,2005,7,7,5,0.0,3.13,5.81
262,CSAP4,2005,7,7,6,0.0,2.68,5.37
263,CSAP4,2005,7,7,7,0.0,2.68,4.47
264,CSAP4,2005,7,7,8,0.0,2.23,4.02
265,CSAP4,2005,7,7,9,0.0,2.68,4.02
266,CSAP4,2005,7,7,10,0.0,2.68,4.47
267,CSAP4,2005,7,7,11,0.0,2.23,5.37
268,CSAP4,2005,7,7,12,0.0,3.58,5.81
269,CSAP4,2005,7,7,13,0.0,5.37,7.6
270,CSAP4,2005,7,7,14,0.0,6.7,10.28
271,CSAP4,2005,7,7,15,0.0,7.6,10.73
272,CSAP4,2005,7,7,16,0.0,6.26,10.73
273,CSAP4,2005,7,7,17,0.0,6.7,9.84
274,CSAP4,2005,7,7,18,0.0,7.15,10.28
275,CSAP4,2005,7,7,19,0.0,4.92,9.39
276,CSAP4,2005,7,7,20,0.0,4.02,8.05
277,CSAP4,2005,7,7,21,0.0,2.23,4.92
278,CSAP4,2005,7,7,22,0.0,2.68,4.47
279,CSAP4,2005,7,7,23,0.0,2.23,4.02
280,CSAP4,2005,7,8,0,0.0,2.23,4.02
281,CSAP4,2005,7,8,1,0.0,2.23,4.02
282,CSAP4,2005,7,8,2,0.0,2.23,4.02
283,CSAP4,2005,7,8,3,0.0,2.68,4.02
284,CSAP4,2005,7,8,4,0.0,2.23,4.02
285,CSAP4,2005,7,8,5,0.0,2.23,4.02
286,CSAP4,2005,7,8,6,0.0,2.23,4.02
287,CSAP4,2005,7,8,7,0.0,2.23,3.13
288,CSAP4,2005,7,8,8,0.0,2.23,4.02
289,CSAP4,2005,7,8,9,0.0,3.13,4.47
290,CSAP4,2005,7,8,10,0.0,2.68,4.02
291,CSAP4,2005,7,8,11,0.0,1.79,3.13
292,CSAP4,2005,7,8,12,0.0,1.34,3.13
293,CSAP4,2005,7,8,13,0.0,2.23,3.58
294,CSAP4,2005,7,8,14,0.0,4.02,5.81
295,CSAP4,2005,7,8,15,3.0480003,4.02,6.7
296,CSAP4,2005,7,8,16,0.0,4.47,11.17
297,CSAP4,2005,7,8,17,0.0,4.92,7.15
298,CSAP4,2005,7,8,18,0.0,4.02,6.7
299,CSAP4,2005,7,8,19,0.0,4.92,7.15
300,CSAP4,2005,7,8,20,0.0,4.92,7.6
301,CSAP4,2005,7,8,21,0.0,5.81,8.49
302,CSAP4,2005,7,8,23,0.0,1.34,3.58
303,CSAP4,2005,7,9,0,0.0,1.79,2.23
304,CSAP4,2005,7,9,1,0.0,1.34,3.13
305,CSAP4,2005,7,9,2,0.0,1.79,3.13
306,CSAP4,2005,7,9,3,0.0,2.23,3.13
307,CSAP4,2005,7,9,4,0.0,2.23,4.47
308,CSAP4,2005,7,9,5,0.0,1.79,4.02
309,CSAP4,2005,7,9,6,0.0,2.23,3.58
310,CSAP4,2005,7,9,7,0.0,2.68,3.58
311,CSAP4,2005,7,9,8,0.0,2.23,4.92
312,CSAP4,2005,7,9,9,0.0,3.13,4.47
313,CSAP4,2005,7,9,10,0.0,1.79,4.47
314,CSAP4,2005,7,9,11,0.0,2.23,3.13
315,CSAP4,2005,7,9,12,0.0,3.58,4.92
316,CSAP4,2005,7,9,13,0.0,4.47,5.81
317,CSAP4,2005,7,9,14,0.0,5.81,8.49
318,CSAP4,2005,7,9,15,0.0,5.81,8.49
319,CSAP4,2005,7,9,16,0.25400162,6.26,10.28
320,CSAP4,2005,7,9,17,0.0,6.26,9.39
321,CSAP4,2005,7,9,18,0.0,6.7,9.39
322,CSAP4,2005,7,9,19,0.0,6.7,9.84
323,CSAP4,2005,7,9,20,0.0,4.92,8.94
324,CSAP4,2005,7,9,21,0.0,4.02,6.7
325,CSAP4,2005,7,9,22,0.0,3.13,5.81
326,CSAP4,2005,7,9,23,0.0,1.79,4.92
327,CSAP4,2005,7,10,0,0.0,2.23,5.81
328,CSAP4,2005,7,10,1,0.0,2.68,4.47
329,CSAP4,2005,7,10,2,0.2539978,3.58,6.7
330,CSAP4,2005,7,10,3,0.0,3.13,6.26
331,CSAP4,2005,7,10,6,0.0,2.68,4.02
332,CSAP4,2005,7,10,7,0.0,3.13,4.47
333,CSAP4,2005,7,10,8,0.0,2.68,4.47
334,CSAP4,2005,7,10,9,0.0,1.79,3.58
335,CSAP4,2005,7,10,10,0.0,2.68,4.02
336,CSAP4,2005,7,10,11,0.0,1.79,3.13
337,CSAP4,2005,7,10,12,0.0,2.68,4.47
338,CSAP4,2005,7,10,13,0.25400162,4.47,6.7
339,CSAP4,2005,7,10,14,0.0,7.15,10.28
340,CSAP4,2005,7,10,15,0.0,4.92,8.49
341,CSAP4,2005,7,10,16,0.5079994,5.81,8.94
342,CSAP4,2005,7,10,17,0.0,2.23,7.6
343,CSAP4,2005,7,10,18,0.0,4.02,8.05
344,CSAP4,2005,7,10,19,0.0,4.47,6.26
345,CSAP4,2005,7,10,20,0.0,4.02,6.7
346,CSAP4,2005,7,10,21,0.76200104,3.58,5.37
347,CSAP4,2005,7,10,22,0.0,2.68,8.94
348,CSAP4,2005,7,11,0,0.0,2.23,3.58
349,CSAP4,2005,7,11,1,0.0,3.13,4.47
350,CSAP4,2005,7,11,2,0.0,2.23,4.47
351,CSAP4,2005,7,11,3,0.0,0.9,3.13
352,CSAP4,2005,7,11,4,0.0,2.23,3.58
353,CSAP4,2005,7,11,5,0.0,2.23,3.58
354,CSAP4,2005,7,11,6,0.0,2.23,3.58
355,CSAP4,2005,7,11,7,0.0,2.68,4.47
356,CSAP4,2005,7,11,8,0.0,2.23,4.02
357,CSAP4,2005,7,11,9,0.0,2.68,4.02
358,CSAP4,2005,7,11,10,0.0,2.23,4.02
359,CSAP4,2005,7,11,11,0.0,1.34,4.02
360,CSAP4,2005,7,11,12,0.0,2.68,4.02
361,CSAP4,2005,7,11,13,0.0,1.79,6.7
362,CSAP4,2005,7,11,14,0.0,1.79,4.02
363,CSAP4,2005,7,11,15,0.0,4.02,5.81
364,CSAP4,2005,7,11,16,0.0,4.47,7.15
365,CSAP4,2005,7,11,17,0.0,4.92,9.84
366,CSAP4,2005,7,11,18,7.8739967,2.68,6.26
367,CSAP4,2005,7,11,19,0.0,2.68,11.17
368,CSAP4,2005,7,11,20,0.0,2.23,4.02
369,CSAP4,2005,7,11,21,0.0,2.68,4.92
370,CSAP4,2005,7,11,22,0.0,2.23,4.47
371,CSAP4,2005,7,11,23,0.0,1.79,2.68
372,CSAP4,2005,7,12,0,0.0,2.68,3.58
373,CSAP4,2005,7,12,1,0.25400162,3.58,4.47
374,CSAP4,2005,7,12,2,0.0,2.68,7.15
375,CSAP4,2005,7,12,3,0.0,1.79,4.92
376,CSAP4,2005,7,12,4,0.0,2.68,3.13
377,CSAP4,2005,7,12,5,0.0,2.23,3.58
378,CSAP4,2005,7,12,6,0.0,2.68,3.58
379,CSAP4,2005,7,12,7,0.0,2.68,3.13
380,CSAP4,2005,7,12,8,0.0,3.58,4.92
381,CSAP4,2005,7,12,9,0.0,3.58,5.37
382,CSAP4,2005,7,12,10,0.0,3.58,5.37
383,CSAP4,2005,7,12,11,0.0,3.13,4.92
384,CSAP4,2005,7,12,12,0.0,2.23,4.02
385,CSAP4,2005,7,12,13,0.0,2.68,4.92
386,CSAP4,2005,7,12,14,0.0,1.79,3.58
387,CSAP4,2005,7,12,15,0.0,2.23,4.02
388,CSAP4,2005,7,12,16,0.0,4.02,5.81
389,CSAP4,2005,7,12,17,0.0,4.92,6.7
390,CSAP4,2005,7,12,18,0.0,5.37,7.6
391,CSAP4,2005,7,12,19,0.0,5.37,8.94
392,CSAP4,2005,7,12,20,0.0,4.02,7.6
393,CSAP4,2005,7,12,21,0.0,1.34,5.37
394,CSAP4,2005,7,12,22,0.0,1.79,2.68
395,CSAP4,2005,7,12,23,0.0,1.34,2.23
396,CSAP4,2005,7,13,0,0.0,1.79,3.13
397,CSAP4,2005,7,13,1,0.0,2.68,4.02
398,CSAP4,2005,7,13,2,0.0,2.68,4.02
399,CSAP4,2005,7,13,3,0.0,2.23,4.02
400,CSAP4,2005,7,13,4,0.25400162,1.34,4.02
401,CSAP4,2005,7,13,5,0.0,2.68,3.13
402,CSAP4,2005,7,13,6,0.0,3.13,4.47
403,CSAP4,2005,7,13,7,0.0,2.23,4.02
404,CSAP4,2005,7,13,8,0.0,2.68,4.02
405,CSAP4,2005,7,13,9,0.0,3.13,3.58
406,CSAP4,2005,7,13,10,0.0,4.02,5.37
407,CSAP4,2005,7,13,11,0.0,3.13,5.37
408,CSAP4,2005,7,13,12,0.0,2.23,4.02
409,CSAP4,2005,7,13,13,0.0,2.23,4.47
410,CSAP4,2005,7,13,14,0.0,2.68,4.92
411,CSAP4,2005,7,13,15,0.0,4.02,6.7
412,CSAP4,2005,7,13,16,0.0,4.92,7.6
413,CSAP4,2005,7,13,17,0.0,5.81,8.94
414,CSAP4,2005,7,13,18,0.0,5.37,9.39
415,CSAP4,2005,7,13,19,0.0,5.81,8.94
416,CSAP4,2005,7,13,20,0.0,5.81,8.94
417,CSAP4,2005,7,13,21,0.0,5.81,8.05
418,CSAP4,2005,7,13,22,0.0,3.13,8.05
419,CSAP4,2005,7,13,23,0.0,1.79,5.37
420,CSAP4,2005,7,14,0,0.0,1.79,4.02
421,CSAP4,2005,7,14,1,0.0,1.34,3.13
422,CSAP4,2005,7,14,2,0.0,3.13,4.47
423,CSAP4,2005,7,14,3,0.0,1.79,4.92
424,CSAP4,2005,7,14,4,0.0,1.79,2.68
425,CSAP4,2005,7,14,5,0.0,1.34,5.37
426,CSAP4,2005,7,14,6,0.0,2.23,3.58
427,CSAP4,2005,7,14,7,0.0,2.23,4.47
428,CSAP4,2005,7,14,8,0.0,2.23,3.13
429,CSAP4,2005,7,14,9,0.0,3.13,5.37
430,CSAP4,2005,7,14,10,0.0,3.13,4.92
431,CSAP4,2005,7,14,11,0.0,3.58,6.26
432,CSAP4,2005,7,14,12,0.0,2.23,4.92
433,CSAP4,2005,7,14,14,0.0,4.02,8.05
434,CSAP4,2005,7,14,15,0.0,5.81,11.17
435,CSAP4,2005,7,14,16,0.0,4.92,7.6
436,CSAP4,2005,7,14,17,3.3019981,4.92,8.05
437,CSAP4,2005,7,14,18,0.0,4.47,14.3
438,CSAP4,2005,7,14,19,1.0159988,4.02,8.05
439,CSAP4,2005,7,14,20,0.0,5.81,15.2
440,CSAP4,2005,7,14,21,0.0,3.13,7.6
441,CSAP4,2005,7,14,22,0.0,3.58,8.49
442,CSAP4,2005,7,14,23,0.0,3.58,6.7
443,CSAP4,2005,7,15,0,0.0,2.68,4.92
444,CSAP4,2005,7,15,1,0.0,2.23,4.47
445,CSAP4,2005,7,15,2,0.0,2.68,4.47
446,CSAP4,2005,7,15,3,0.0,2.23,4.02
447,CSAP4,2005,7,15,4,0.0,1.79,3.58
448,CSAP4,2005,7,15,5,0.0,2.23,4.02
449,CSAP4,2005,7,15,6,0.0,2.68,4.92
450,CSAP4,2005,7,15,7,0.0,2.68,4.47
451,CSAP4,2005,7,15,8,0.0,3.13,4.47
452,CSAP4,2005,7,15,9,0.0,2.68,5.37
453,CSAP4,2005,7,15,10,0.0,3.58,6.26
454,CSAP4,2005,7,15,11,0.0,2.23,5.37
455,CSAP4,2005,7,15,12,0.0,2.23,4.92
456,CSAP4,2005,7,15,13,0.0,6.26,10.73
457,CSAP4,2005,7,15,14,0.0,6.7,10.73
458,CSAP4,2005,7,15,15,0.0,6.7,9.84
459,CSAP4,2005,7,15,16,0.0,6.26,10.73
460,CSAP4,2005,7,15,17,0.0,5.81,9.84
461,CSAP4,2005,7,15,18,0.0,5.37,9.84
462,CSAP4,2005,7,16,5,0.0,3.13,3.58
463,CSAP4,2005,7,16,6,0.0,3.13,4.92
464,CSAP4,2005,7,16,7,0.0,1.79,4.47
465,CSAP4,2005,7,16,8,0.0,2.68,3.13
466,CSAP4,2005,7,16,11,0.0,3.13,4.92
467,CSAP4,2005,7,16,13,0.0,2.23,4.92
468,CSAP4,2005,7,16,14,0.0,3.13,6.7
469,CSAP4,2005,7,16,15,0.0,3.58,7.15
470,CSAP4,2005,7,16,17,0.76200104,4.92,7.6
471,CSAP4,2005,7,16,18,12.954002,1.79,7.15
472,CSAP4,2005,7,16,19,0.0,1.79,6.7
473,CSAP4,2005,7,16,20,1.5239944,3.58,6.26
474,CSAP4,2005,7,16,21,4.572006,2.23,6.7
475,CSAP4,2005,7,16,22,0.7619934,4.02,7.6
476,CSAP4,2005,7,16,23,0.0,3.58,6.26
477,CSAP4,2005,7,17,0,0.0,3.58,5.37
478,CSAP4,2005,7,17,1,0.0,1.79,4.92
