,station,year,month,day,hour,precip,wind_speed,wind_gust,distance,category
697,CSAP4,2017,9,22,0,6.85797119140625,6.260000228881836,12.520000457763672,437.34677919290465,5.0
698,CSAP4,2018,7,9,6,0.0,2.680000066757202,5.369999885559082,383.4236347587157,1.0
699,CSAP4,2018,7,9,7,0.0,2.680000066757202,4.920000076293945,383.4236347587157,1.0
700,CSAP4,2018,7,9,8,0.0,3.130000114440918,5.809999942779541,383.4236347587157,1.0
701,CSAP4,2018,7,9,9,0.0,3.5799999237060547,5.369999885559082,383.4236347587157,1.0
702,CSAP4,2018,7,9,10,0.0,0.8999999761581421,4.920000076293945,383.4236347587157,1.0
703,CSAP4,2018,7,9,11,0.253997802734375,4.019999980926514,6.260000228881836,383.4236347587157,1.0
704,CSAP4,2018,7,9,12,0.0,2.2300000190734863,5.809999942779541,383.4236347587157,1.0
705,CSAP4,2018,7,9,12,0.0,2.2300000190734863,5.809999942779541,187.11990052052627,1.0
706,CSAP4,2018,7,9,13,0.50799560546875,3.5799999237060547,9.390000343322754,187.11990052052627,1.0
707,CSAP4,2018,7,9,14,1.27001953125,2.2300000190734863,11.170000076293945,187.11990052052627,1.0
708,CSAP4,2018,7,9,15,0.0,2.680000066757202,4.46999979019165,187.11990052052627,1.0
709,CSAP4,2018,7,9,16,3.0479736328125,4.920000076293945,7.150000095367432,187.11990052052627,1.0
710,CSAP4,2018,7,9,17,5.334014892578125,4.920000076293945,14.3100004196167,187.11990052052627,1.0
711,CSAP4,2018,7,9,18,2.79400634765625,3.130000114440918,9.84000015258789,187.11990052052627,1.0
712,CSAP4,2018,7,9,18,2.79400634765625,3.130000114440918,9.84000015258789,132.4786556932169,1.0
713,CSAP4,2018,7,9,19,23.36798095703125,3.5799999237060547,6.260000228881836,132.4786556932169,1.0
714,CSAP4,2018,7,9,20,6.09600830078125,6.260000228881836,10.279999732971191,132.4786556932169,1.0
715,CSAP4,2018,7,9,21,0.761993408203125,4.019999980926514,7.150000095367432,132.4786556932169,1.0
716,CSAP4,2018,7,9,22,0.50799560546875,4.019999980926514,6.260000228881836,132.4786556932169,1.0
717,CSAP4,2018,7,9,23,0.0,3.130000114440918,6.260000228881836,132.4786556932169,1.0
718,CSAP4,2018,7,10,0,0.253997802734375,3.130000114440918,5.809999942779541,132.4786556932169,1.0
719,CSAP4,2018,7,10,0,0.253997802734375,3.130000114440918,5.809999942779541,280.7482826626021,1.0
720,CSAP4,2018,7,10,1,0.2540283203125,2.2300000190734863,3.5799999237060547,280.7482826626021,1.0
721,CSAP4,2018,7,10,2,0.0,2.680000066757202,4.46999979019165,280.7482826626021,1.0
722,CSAP4,2018,7,10,3,0.0,3.5799999237060547,5.369999885559082,280.7482826626021,1.0
723,CSAP4,2018,7,10,4,0.0,3.5799999237060547,7.150000095367432,280.7482826626021,1.0
724,CSAP4,2018,7,10,5,0.0,2.680000066757202,5.369999885559082,280.7482826626021,1.0
725,CSAP4,2018,7,10,6,0.0,3.5799999237060547,6.260000228881836,280.7482826626021,1.0
726,CSAP4,2018,9,14,0,0.0,4.46999979019165,7.599999904632568,447.4677763773028,1.0
727,CSAP4,2018,9,14,1,0.0,3.130000114440918,7.599999904632568,447.4677763773028,1.0
